,labels,samples_per_cluster,silhouette_score
cluster_89,"[52  4 49 47 51 40 76 40 36 40 53 61 14 14 88  5 66 50 63  5  6 20  6 20
 75  0  9  9  9 36 22 22 18 18 22  0 36  9 36  9 12 12 12 12 12 41  0  0
 41 12  9 12 21 21 12 34 71 81 58 34 19 19 19  3  3 57 72 48 82 69 19 64
 25  2  2 10 62 10 29 24 79 77  7 83 87 46 44 65 37 55 59 73  7 31 13 36
 36 36 36 36 43 56 78 35  8 13  8 80 30 54 23 67 45 85 32  4  4  4  4 70
  3  3  3  3  3  3  3 29 84  3 27 33 33  3  3 86 16  1  3  3  3  3 11 11
  3 74  3  3  3  3  3 17 60  1 16  1  3  3  8 39  1  3 20  3  3 68  3  3
  3  3 11 20  4  3 15  3  3  3  3 42 26  3  3 17  3 11  3  3 38  3  3  3
  3  3  3 28 16  1 16  3  3  3  3  3  3  3 20  3  3  3  8 11  4  4  4  3
  3 20  3  3  3]","{3: 62, 36: 9, 4: 9, 12: 8, 9: 6, 20: 6, 11: 5, 1: 5, 8: 4, 19: 4, 16: 4, 0: 4, 40: 3, 22: 3, 41: 2, 34: 2, 33: 2, 21: 2, 29: 2, 18: 2, 13: 2, 6: 2, 17: 2, 2: 2, 7: 2, 10: 2, 5: 2, 14: 2, 65: 1, 66: 1, 67: 1, 73: 1, 69: 1, 70: 1, 64: 1, 63: 1, 71: 1, 62: 1, 61: 1, 72: 1, 60: 1, 68: 1, 75: 1, 74: 1, 76: 1, 77: 1, 78: 1, 79: 1, 80: 1, 58: 1, 81: 1, 82: 1, 83: 1, 84: 1, 85: 1, 86: 1, 87: 1, 59: 1, 44: 1, 57: 1, 56: 1, 15: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 37: 1, 38: 1, 39: 1, 42: 1, 43: 1, 45: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 88: 1}",0.44907721847055176
cluster_90,"[52  4 49 47 51 40 76 40 36 40 53 61  6  6 88  5 66 50 63  5  2 20  2 20
 75 14  9  9  9 36 22 22 18 18 22 14 36  9 36  9 12 12 12 12 12 41 89 14
 41 12  9 12 21 21 12 34 71 81 58 34 19 19 19  3  3 57 72 48 82 69 19 64
 25  0  0 10 62 10 29 24 79 77  7 83 87 46 44 65 37 55 59 73  7 31 13 36
 36 36 36 36 43 56 78 35  8 13  8 80 30 54 23 67 45 85 32  4  4  4  4 70
  3  3  3  3  3  3  3 29 84  3 27 33 33  3  3 86 16  1  3  3  3  3 11 11
  3 74  3  3  3  3  3 17 60  1 16  1  3  3  8 39  1  3 20  3  3 68  3  3
  3  3 11 20  4  3 15  3  3  3  3 42 26  3  3 17  3 11  3  3 38  3  3  3
  3  3  3 28 16  1 16  3  3  3  3  3  3  3 20  3  3  3  8 11  4  4  4  3
  3 20  3  3  3]","{3: 62, 36: 9, 4: 9, 12: 8, 9: 6, 20: 6, 11: 5, 1: 5, 8: 4, 19: 4, 16: 4, 40: 3, 14: 3, 22: 3, 41: 2, 34: 2, 33: 2, 21: 2, 0: 2, 29: 2, 18: 2, 13: 2, 6: 2, 17: 2, 7: 2, 2: 2, 10: 2, 5: 2, 67: 1, 68: 1, 69: 1, 74: 1, 71: 1, 66: 1, 65: 1, 64: 1, 63: 1, 72: 1, 73: 1, 62: 1, 61: 1, 70: 1, 75: 1, 76: 1, 77: 1, 78: 1, 79: 1, 80: 1, 81: 1, 59: 1, 82: 1, 83: 1, 84: 1, 85: 1, 86: 1, 87: 1, 88: 1, 60: 1, 45: 1, 58: 1, 39: 1, 15: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 37: 1, 38: 1, 42: 1, 57: 1, 43: 1, 44: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 89: 1}",0.44855763122375797
cluster_91,"[52  4 49 47 51 40 76 40 17 40 53 61  6  6 88  5 66 50 63  5  2 20  2 20
 75 14  9  9  9 17 22 22 18 18 22 14 17  9 17  9 12 12 12 12 12 41 89 14
 41 12  9 12 21 21 12 34 71 81 58 34 19 19 19  1  1 57 72 48 82 69 19 64
 25 90 74 10 62 10 29 24 79 77  7 83 87 46 44 65 37 55 59 73  7 31 13 17
 17 17 17 17 43 56 78 35  3 13  3 80 30 54 23 67 45 85 32  4  4  4  4 70
  1  1  1  1  1  1  1 29 84  1 27 33 33  1  1 86 16  0  1  1  1  1 11 11
  1 36  1  1  1  1  1  8 60  0 16  0  1  1  3 39  0  1 20  1  1 68  1  1
  1  1 11 20  4  1 15  1  1  1  1 42 26  1  1  8  1 11  1  1 38  1  1  1
  1  1  1 28 16  0 16  1  1  1  1  1  1  1 20  1  1  1  3 11  4  4  4  1
  1 20  1  1  1]","{1: 62, 17: 9, 4: 9, 12: 8, 20: 6, 9: 6, 11: 5, 0: 5, 19: 4, 3: 4, 16: 4, 40: 3, 22: 3, 14: 3, 34: 2, 33: 2, 41: 2, 21: 2, 29: 2, 18: 2, 5: 2, 2: 2, 7: 2, 8: 2, 6: 2, 10: 2, 13: 2, 63: 1, 64: 1, 65: 1, 66: 1, 67: 1, 62: 1, 69: 1, 70: 1, 61: 1, 71: 1, 72: 1, 73: 1, 74: 1, 68: 1, 76: 1, 75: 1, 89: 1, 77: 1, 78: 1, 79: 1, 80: 1, 81: 1, 82: 1, 59: 1, 83: 1, 84: 1, 85: 1, 86: 1, 87: 1, 88: 1, 60: 1, 45: 1, 58: 1, 57: 1, 15: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 42: 1, 43: 1, 44: 1, 46: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 90: 1}",0.4442222038914065
cluster_92,"[52  1 49 47 51 40 76 40 17 40 53 61  6  6 88  5 66 50 63  5  2  9  2  9
 75 14  4  4  4 17 22 22 18 18 22 14 17  4 17  4 12 12 12 12 12 41 89 14
 41 12  4 12 21 21 12 34 71 81 58 34 19 19 19  0  0 57 72 48 82 69 19 64
 25 90 74 10 62 10 29 24 79 77  7 83 87 46 44 65 37 55 59 73  7 31 13 17
 17 17 17 17 43 56 78 35  3 13  3 80 30 54 23 67 91 85 32  1  1  1  1 70
  0  0  0  0  0  0  0 29 84  0 27 33 33  0  0 86 16 20  0  0  0  0 11 11
  0 36  0  0  0  0  0  8 60 45 16 20  0  0  3 39 45  0  9  0  0 68  0  0
  0  0 11  9  1  0 15  0  0  0  0 42 26  0  0  8  0 11  0  0 38  0  0  0
  0  0  0 28 16 20 16  0  0  0  0  0  0  0  9  0  0  0  3 11  1  1  1  0
  0  9  0  0  0]","{0: 62, 1: 9, 17: 9, 12: 8, 9: 6, 4: 6, 11: 5, 19: 4, 16: 4, 3: 4, 40: 3, 22: 3, 14: 3, 20: 3, 45: 2, 41: 2, 34: 2, 33: 2, 21: 2, 29: 2, 18: 2, 10: 2, 7: 2, 5: 2, 2: 2, 8: 2, 6: 2, 13: 2, 66: 1, 67: 1, 68: 1, 69: 1, 75: 1, 71: 1, 65: 1, 64: 1, 72: 1, 63: 1, 62: 1, 73: 1, 74: 1, 70: 1, 76: 1, 90: 1, 77: 1, 78: 1, 79: 1, 80: 1, 81: 1, 82: 1, 83: 1, 60: 1, 84: 1, 85: 1, 86: 1, 87: 1, 88: 1, 89: 1, 61: 1, 46: 1, 59: 1, 58: 1, 15: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 42: 1, 43: 1, 44: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 57: 1, 91: 1}",0.44382487163991313
cluster_93,"[52  0 49 47 51 40 76 40 17 40 53 61  6  6 88  5 66 50 63  5  2  9  2  9
 75 14  4  4  4 17 45 45 18 18 45 14 17  4 17  4 12 12 12 12 12 41 89 14
 41 12  4 12 21 21 12 34 71 81 58 34 19 19 19 10 10 57 72 48 82 69 19 64
 25 90 74 22 62 22 29 24 79 77  3 83 87 46 44 65 37 55 59 73  3 31 13 17
 17 17 17 17 43 56 78 35  1 13  1 80 30 54 23 67 91 85 32  0  0  0  0 70
 16 16 10 16 16 16 10 29 84 16 27 33 33 16 16 86  7 20 16 10 16 16 11 11
 16 36 10 16 16 16 16  8 60 92  7 20 16 16  1 39 92 16  9 16 16 68 16 16
 10 16 11  9  0 16 15 16 16 16 16 42 26 16 16  8 16 11 16 16 38 16 16 10
 16 16 16 28  7 20  7 16 16 10 16 16 16 16  9 10 16 16  1 11  0  0  0 16
 16  9 16 16 16]","{16: 52, 10: 10, 17: 9, 0: 9, 12: 8, 9: 6, 4: 6, 11: 5, 7: 4, 1: 4, 19: 4, 40: 3, 14: 3, 45: 3, 20: 3, 34: 2, 21: 2, 41: 2, 33: 2, 29: 2, 22: 2, 92: 2, 18: 2, 13: 2, 2: 2, 3: 2, 6: 2, 8: 2, 5: 2, 86: 1, 90: 1, 63: 1, 64: 1, 65: 1, 66: 1, 67: 1, 68: 1, 69: 1, 70: 1, 71: 1, 72: 1, 73: 1, 74: 1, 91: 1, 75: 1, 85: 1, 76: 1, 77: 1, 61: 1, 89: 1, 78: 1, 79: 1, 80: 1, 81: 1, 82: 1, 88: 1, 87: 1, 83: 1, 84: 1, 62: 1, 57: 1, 60: 1, 59: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 15: 1, 30: 1, 31: 1, 32: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 42: 1, 43: 1, 44: 1, 47: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 23: 1, 58: 1, 46: 1}",0.44274322684796497
cluster_94,"[52  8 49 47 51 40 76 40 17 40 53 61  6  6 88  5 66 50 63  5  2  9  2  9
 75 14  4  4  4 17 45 45 18 18 45 14 17  4 17  4 12 12 12 12 12 41 89 14
 41 12  4 12 21 21 12 34 71 81 58 34 19 19 19 10 10 57 72 48 82 69 19 64
 25 90 74 22 62 22 29 24 79 77  1 83 87 93 44 65 37 55 59 73  1 31 13 17
 17 17 17 17 43 56 78 35  0 13  0 80 30 54 23 67 91 85 32  8  8  8  8 70
 16 16 10 16 16 16 10 29 84 16 27 33 33 16 16 86  7 20 16 10 16 16 11 11
 16 36 10 16 16 16 16  3 60 92  7 20 16 16  0 39 92 16  9 16 16 68 16 16
 10 16 11  9 46 16 15 16 16 16 16 42 26 16 16  3 16 11 16 16 38 16 16 10
 16 16 16 28  7 20  7 16 16 10 16 16 16 16  9 10 16 16  0 11 46 46 46 16
 16  9 16 16 16]","{16: 52, 10: 10, 17: 9, 12: 8, 4: 6, 9: 6, 8: 5, 11: 5, 0: 4, 46: 4, 19: 4, 7: 4, 40: 3, 20: 3, 45: 3, 14: 3, 92: 2, 41: 2, 2: 2, 3: 2, 1: 2, 34: 2, 33: 2, 29: 2, 22: 2, 5: 2, 13: 2, 18: 2, 6: 2, 21: 2, 69: 1, 70: 1, 71: 1, 65: 1, 75: 1, 72: 1, 73: 1, 74: 1, 63: 1, 68: 1, 67: 1, 66: 1, 64: 1, 85: 1, 76: 1, 61: 1, 91: 1, 90: 1, 89: 1, 88: 1, 87: 1, 86: 1, 84: 1, 77: 1, 83: 1, 82: 1, 81: 1, 80: 1, 79: 1, 78: 1, 62: 1, 47: 1, 60: 1, 59: 1, 15: 1, 23: 1, 24: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 42: 1, 43: 1, 44: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 57: 1, 58: 1, 93: 1}",0.4510513684410747
cluster_95,"[52  8 49 47 51 40 76 40 17 40 53 61  6  6 88  5 66 50 63  5  2  4  2  4
 75 14  1  1  1 17 45 45 18 18 45 14 17  1 17  1 12 12 12 12 12 41 89 14
 41 12  1 12 21 21 12 34 71 81 58 34 19 19 19 10 10 57 72 48 82 69 19 64
 25 90 74 22 62 22 29 24 79 77  0 83 87 93 44 65 37 55 59 73  0 31 13 17
 17 17 17 17 43 56 78 35 94 13 94 80 30 54 23 67 91 85 32  8  8  8  8 70
 16 16 10 16 16 16 10 29 84 16 27 33 33 16 16 86  7  9 16 10 16 16 11 11
 16 36 10 16 16 16 16  3 60 92  7  9 16 16 20 39 92 16  4 16 16 68 16 16
 10 16 11  4 46 16 15 16 16 16 16 42 26 16 16  3 16 11 16 16 38 16 16 10
 16 16 16 28  7  9  7 16 16 10 16 16 16 16  4 10 16 16 20 11 46 46 46 16
 16  4 16 16 16]","{16: 52, 10: 10, 17: 9, 12: 8, 1: 6, 4: 6, 11: 5, 8: 5, 7: 4, 46: 4, 19: 4, 45: 3, 9: 3, 14: 3, 40: 3, 33: 2, 34: 2, 0: 2, 41: 2, 22: 2, 92: 2, 29: 2, 94: 2, 18: 2, 21: 2, 3: 2, 13: 2, 6: 2, 20: 2, 5: 2, 2: 2, 68: 1, 69: 1, 70: 1, 67: 1, 66: 1, 71: 1, 72: 1, 73: 1, 74: 1, 75: 1, 76: 1, 77: 1, 65: 1, 23: 1, 80: 1, 78: 1, 79: 1, 63: 1, 81: 1, 82: 1, 83: 1, 84: 1, 85: 1, 86: 1, 87: 1, 88: 1, 89: 1, 90: 1, 91: 1, 93: 1, 64: 1, 59: 1, 62: 1, 61: 1, 25: 1, 26: 1, 27: 1, 28: 1, 30: 1, 31: 1, 32: 1, 35: 1, 36: 1, 37: 1, 38: 1, 39: 1, 15: 1, 42: 1, 43: 1, 44: 1, 48: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 57: 1, 58: 1, 24: 1, 60: 1, 47: 1}",0.4590602605095293
cluster_96,"[52  8 49 95 51 40 76 40 17 40 53 61  6  6 88  2 66 50 63  2  0  4  0  4
 75 14  1  1  1 17 45 45 18 18 45 14 17  1 17  1 12 12 12 12 12 41 89 14
 41 12  1 12 21 21 12 34 71 81 58 34 19 19 19 10 10 57 72 48 82 69 19 64
 25 90 74 22 62 22 29 24 79 77 47 83 87 93 44 65 37 55 59 73 23 31 13 17
 17 17 17 17 43 56 78 35 94 13 94 80 30 54 11 67 91 85 32  8  8  8  8 70
 16 16 10 16 16 16 10 29 84 16 27 33 33 16 16 86  7  9 16 10 16 16  5  5
 16 36 10 16 16 16 16  3 60 92  7  9 16 16 20 39 92 16  4 16 16 68 16 16
 10 16  5  4 46 16 15 16 16 16 16 42 26 16 16  3 16  5 16 16 38 16 16 10
 16 16 16 28  7  9  7 16 16 10 16 16 16 16  4 10 16 16 20  5 46 46 46 16
 16  4 16 16 16]","{16: 52, 10: 10, 17: 9, 12: 8, 4: 6, 1: 6, 5: 5, 8: 5, 19: 4, 46: 4, 7: 4, 14: 3, 45: 3, 9: 3, 40: 3, 34: 2, 22: 2, 33: 2, 29: 2, 41: 2, 92: 2, 0: 2, 21: 2, 13: 2, 2: 2, 3: 2, 6: 2, 94: 2, 18: 2, 20: 2, 75: 1, 74: 1, 73: 1, 76: 1, 64: 1, 71: 1, 70: 1, 69: 1, 68: 1, 67: 1, 66: 1, 65: 1, 72: 1, 86: 1, 77: 1, 62: 1, 93: 1, 91: 1, 90: 1, 89: 1, 88: 1, 87: 1, 85: 1, 78: 1, 84: 1, 83: 1, 82: 1, 81: 1, 80: 1, 79: 1, 63: 1, 48: 1, 61: 1, 28: 1, 37: 1, 36: 1, 35: 1, 32: 1, 31: 1, 30: 1, 27: 1, 60: 1, 26: 1, 25: 1, 24: 1, 23: 1, 15: 1, 11: 1, 38: 1, 39: 1, 42: 1, 43: 1, 44: 1, 47: 1, 49: 1, 50: 1, 51: 1, 52: 1, 53: 1, 54: 1, 55: 1, 56: 1, 57: 1, 58: 1, 59: 1, 95: 1}",0.4524320709470545
cluster_97,"[52  8 49 95 51 40 76 40 17 40 53 61  6  6 88  2 66 50 63  2 96  4 68  4
 75 14  0  0  0 17 45 45 18 18 45 14 17  0 17  0 12 12 12 12 12 41 89 14
 41 12  0 12 21 21 12 34 71 81 58 34 19 19 19 10 10 57 72 48 82 69 19 64
 25 90 74 22 62 22 29 24 79 77 47 83 87 93 44 65 37 55 59 73 23 31 13 17
 17 17 17 17 43 56 78 35 94 13 94 80 30 54 11 67 91 85 32  8  8  8  8 70
  7  7 10  7  7  7 10 29 84  7 27 16 16  7  7 86  3  9  7 10  7  7  5  5
  7 36 10  7  7  7  7  1 60 92  3  9  7  7 20 39 92  7  4  7  7 33  7  7
 10  7  5  4 46  7 15  7  7  7  7 42 26  7  7  1  7  5  7  7 38  7  7 10
  7  7  7 28  3  9  3  7  7 10  7  7  7  7  4 10  7  7 20  5 46 46 46  7
  7  4  7  7  7]","{7: 52, 10: 10, 17: 9, 12: 8, 0: 6, 4: 6, 5: 5, 8: 5, 3: 4, 46: 4, 19: 4, 40: 3, 9: 3, 45: 3, 14: 3, 22: 2, 1: 2, 34: 2, 41: 2, 29: 2, 92: 2, 21: 2, 16: 2, 20: 2, 2: 2, 6: 2, 13: 2, 18: 2, 94: 2, 77: 1, 64: 1, 75: 1, 74: 1, 72: 1, 73: 1, 65: 1, 71: 1, 70: 1, 69: 1, 68: 1, 67: 1, 66: 1, 76: 1, 87: 1, 78: 1, 62: 1, 95: 1, 93: 1, 91: 1, 90: 1, 89: 1, 88: 1, 86: 1, 79: 1, 85: 1, 84: 1, 83: 1, 82: 1, 81: 1, 80: 1, 63: 1, 48: 1, 61: 1, 28: 1, 36: 1, 35: 1, 33: 1, 32: 1, 31: 1, 30: 1, 27: 1, 38: 1, 26: 1, 25: 1, 24: 1, 23: 1, 15: 1, 11: 1, 37: 1, 39: 1, 60: 1, 53: 1, 59: 1, 58: 1, 57: 1, 56: 1, 55: 1, 54: 1, 52: 1, 42: 1, 51: 1, 50: 1, 49: 1, 47: 1, 44: 1, 43: 1, 96: 1}",0.4462038987648796
cluster_98,"[52  8 49 95 51 40 76 40 17 40 53 61  2  2 88  0 66 50 63  0 96  4 68  4
 75 14  6 97  6 17 45 45 18 18 45 14 17  6 17  6 12 12 12 12 12 41 89 14
 41 12  6 12 21 21 12 34 71 81 58 34 19 19 19 10 10 57 72 48 82 69 19 64
 25 90 74 22 62 22 29 24 79 77 47 83 87 93 44 65 37 55 59 73 23 31 13 17
 17 17 17 17 43 56 78 35 94 13 94 80 30 54 11 67 91 85 32  8  8  8  8 70
  7  7 10  7  7  7 10 29 84  7 27 16 16  7  7 86  3  9  7 10  7  7  5  5
  7 36 10  7  7  7  7  1 60 92  3  9  7  7 20 39 92  7  4  7  7 33  7  7
 10  7  5  4 46  7 15  7  7  7  7 42 26  7  7  1  7  5  7  7 38  7  7 10
  7  7  7 28  3  9  3  7  7 10  7  7  7  7  4 10  7  7 20  5 46 46 46  7
  7  4  7  7  7]","{7: 52, 10: 10, 17: 9, 12: 8, 4: 6, 5: 5, 6: 5, 8: 5, 46: 4, 19: 4, 3: 4, 45: 3, 14: 3, 40: 3, 9: 3, 22: 2, 1: 2, 34: 2, 29: 2, 41: 2, 92: 2, 94: 2, 0: 2, 21: 2, 16: 2, 20: 2, 2: 2, 13: 2, 18: 2, 64: 1, 76: 1, 75: 1, 65: 1, 74: 1, 77: 1, 66: 1, 72: 1, 71: 1, 70: 1, 69: 1, 68: 1, 67: 1, 73: 1, 87: 1, 78: 1, 79: 1, 96: 1, 95: 1, 93: 1, 91: 1, 90: 1, 89: 1, 88: 1, 62: 1, 86: 1, 85: 1, 84: 1, 83: 1, 82: 1, 81: 1, 80: 1, 63: 1, 49: 1, 61: 1, 28: 1, 36: 1, 35: 1, 33: 1, 32: 1, 31: 1, 30: 1, 27: 1, 38: 1, 26: 1, 25: 1, 24: 1, 23: 1, 15: 1, 11: 1, 37: 1, 39: 1, 60: 1, 53: 1, 59: 1, 58: 1, 57: 1, 56: 1, 55: 1, 54: 1, 52: 1, 42: 1, 51: 1, 50: 1, 48: 1, 47: 1, 44: 1, 43: 1, 97: 1}",0.44264845694468713
cluster_99,"[52  8 49 95 51 40 76 40 17 40 53 61  0  0 88 98 66 50 63 54 96  4 68  4
 75 14  6 97  6 17 45 45 18 18 45 14 17  6 17  6  5  5  5  5  5 41 89 14
 41  5  6  5 21 21  5 34 71 81 58 34 19 19 19 10 10 57 72 48 82 69 19 64
 25 90 74 22 62 22 29 24 79 77 47 83 87 93 44 65 37 55 59 73 23 31 13 17
 17 17 17 17 43 56 78 35 94 13 94 80 30 26 11 67 91 85 32  8  8  8  8 70
  7  7 10  7  7  7 10 29 84  7 27 16 16  7  7 86  3  9  7 10  7  7  2  2
  7 36 10  7  7  7  7  1 60 92  3  9  7  7 20 39 92  7  4  7  7 33  7  7
 10  7  2  4 46  7 15  7  7  7  7 42 12  7  7  1  7  2  7  7 38  7  7 10
  7  7  7 28  3  9  3  7  7 10  7  7  7  7  4 10  7  7 20  2 46 46 46  7
  7  4  7  7  7]","{7: 52, 10: 10, 17: 9, 5: 8, 4: 6, 2: 5, 6: 5, 8: 5, 3: 4, 19: 4, 46: 4, 45: 3, 14: 3, 9: 3, 40: 3, 29: 2, 34: 2, 0: 2, 41: 2, 1: 2, 94: 2, 92: 2, 21: 2, 22: 2, 18: 2, 13: 2, 20: 2, 16: 2, 64: 1, 65: 1, 66: 1, 76: 1, 75: 1, 74: 1, 67: 1, 73: 1, 72: 1, 71: 1, 70: 1, 69: 1, 68: 1, 78: 1, 77: 1, 87: 1, 79: 1, 80: 1, 97: 1, 96: 1, 95: 1, 93: 1, 91: 1, 90: 1, 89: 1, 88: 1, 62: 1, 86: 1, 85: 1, 84: 1, 83: 1, 82: 1, 81: 1, 63: 1, 49: 1, 61: 1, 60: 1, 36: 1, 35: 1, 33: 1, 32: 1, 31: 1, 30: 1, 28: 1, 27: 1, 26: 1, 25: 1, 24: 1, 23: 1, 15: 1, 12: 1, 11: 1, 37: 1, 38: 1, 39: 1, 53: 1, 59: 1, 58: 1, 57: 1, 56: 1, 55: 1, 54: 1, 52: 1, 42: 1, 51: 1, 50: 1, 48: 1, 47: 1, 44: 1, 43: 1, 98: 1}",0.43512404961814133
